model,dataset,prior,epoch,channel_type,channel_spec,norm,kl_penalty,vanilla_loss,vanilla_error,vanilla_bound_ce_lhs,vanilla_bound_ce_rhs,vanilla_bound_01_lhs,vanilla_bound_01_rhs,vanilla_bound_ce_valid,vanilla_bound_01_valid,channel_loss,channel_error,channel_bound_ce_lhs,channel_bound_ce_rhs,channel_bound_01_lhs,channel_bound_01_rhs,channel_bound_ce_valid,channel_bound_01_valid,loss_reduction,error_reduction,loss_reduction_pct,error_reduction_pct,goal_satisfied,bounds_valid,channel_term,kl_final,empirical_nll_loss,empirical_01_error
cnn-4,mnist,learnt,50,bec,0.1,frob,0.1,0.00411018580198288,0.012900000000000023,0.00411018580198288,0.7811328014315275,0.012900000000000023,0.7689085483777423,True,True,0.005920857936143875,0.014800000000000035,0.005920857936143875,0.1881346409745966,0.014800000000000035,0.17568728809335676,True,True,-0.001810672134160995,-0.0019000000000000128,-44.05329153945963,-14.72868217054271,False,True,0.13267394748723166,0.07299643754959106,0.02561430513671722,0.03806165801795708
fcn-4,mnist,learnt,20,bec,0.1,frob,0.1,0.008122899383306504,0.02629999999999999,0.008122899383306504,0.40761455083516585,0.02629999999999999,0.3821160681731366,True,True,0.009201791137456894,0.02739999999999998,0.009201791137456894,0.14450559387171774,0.02739999999999998,0.11766213427277035,True,True,-0.00107889175415039,-0.0010999999999999899,-13.282101663940796,-4.182509505703385,False,True,0.06700526789924707,0.20917534828186035,0.03270188282907861,0.059545342428025984
cnn-4,mnist,learnt,20,rayleigh-zf,10.0,frob,1.0,0.04568192958831787,0.07320000000000004,0.04568192958831787,0.21877300302701844,0.07320000000000004,0.2065901253443446,True,True,0.03964008688926697,0.06479999999999997,0.03964008688926697,0.06287837499880214,0.06479999999999997,0.050378413143874416,True,False,0.006041842699050899,0.008400000000000074,13.22589206169602,11.475409836065669,True,False,0.007493070021794318,0.002211153507232666,0.02577528736467514,0.038275249219602875
fcn-4,mnist,learnt,20,rayleigh-zf,10.0,frob,0.1,0.014593613147735596,0.035800000000000054,0.014593613147735596,0.34846318744060517,0.035800000000000054,0.32293245518399105,True,True,0.017597563564777374,0.04169999999999996,0.017597563564777374,0.08534564826121296,0.04169999999999996,0.05834413844179774,True,True,-0.003003950417041778,-0.005899999999999905,-20.584007446489583,-16.48044692737401,False,True,0.007826982981243406,0.15682482719421387,0.03277589202349891,0.059777401842914135
cnn-4,mnist,learnt,10,rayleigh-zf,10.0,frob,0.01,0.04354698061943054,0.06920000000000004,0.04354698061943054,0.11593759406303387,0.06920000000000004,0.10379206580562275,True,True,0.04297595024108887,0.06869999999999998,0.04297595024108887,0.07321174348222287,0.06869999999999998,0.06096995303194426,True,False,0.0005710303783416706,0.000500000000000056,1.3112972936793659,0.7225433526012365,True,False,0.007493070021794318,2.8403658866882324,0.02478010907381435,0.03702189952409296
fcn-4,mnist,learnt,20,rayleigh-zf,10.0,frob,0.01,0.014593613147735596,0.035800000000000054,0.014593613147735596,0.34846318744060517,0.035800000000000054,0.32293245518399105,True,True,0.016793395578861236,0.04049999999999998,0.016793395578861236,0.1080395935268513,0.04049999999999998,0.08173381053894742,True,True,-0.0021997824311256395,-0.0046999999999999265,-15.073596982848395,-13.128491620111507,False,True,0.007826982981243406,6.2046589851379395,0.03147538456075377,0.057781167548657655
cnn-4,mnist,learnt,20,bec,0.5,frob,0.01,0.0052247907966375354,0.017900000000000027,0.0052247907966375354,0.40261980362051014,0.017900000000000027,0.39042947601841904,True,True,0.005594198405742645,0.018100000000000005,0.005594198405742645,0.25856302785079405,0.018100000000000005,0.24632891400793416,True,True,-0.00036940760910510965,-0.00019999999999997797,-7.070285174725952,-1.1173184357540653,False,True,0.19134199476717295,3.2323079109191895,0.024690048690893276,0.03692416253375317
cnn-9,cifar10,learnt,50,rayleigh-zf,0.0,frob,0.1,0.1754888892173767,0.6052,0.1754888892173767,7.632486626300128,0.6052,7.431888441433709,True,True,0.16075657606124877,0.5011,0.16075657606124877,0.4054244671104357,0.5011,0.21460634419391675,True,False,0.01473231315612794,0.10409999999999997,8.395011913192487,17.2009253139458,True,False,0.0102851384515858,4.116276264190674,0.16717942024263055,0.3579975431591495
cnn-4,mnist,learnt,20,rayleigh-zf,0.0,frob,0.01,0.20756938457489013,0.28959999999999997,0.20756938457489013,0.2356213128185402,0.28959999999999997,0.22343843513586636,True,False,0.19630035161972045,0.26890000000000003,0.19630035161972045,0.09229957733896815,0.26890000000000003,0.08004805100644008,False,False,0.011269032955169678,0.02069999999999994,5.429043872847183,7.147790055248599,True,False,0.024341379813316084,3.408090591430664,0.024692170855136402,0.036943697187664486
fcn-4,mnist,learnt,10,rayleigh-zf,0.0,frob,0.01,0.05780861377716064,0.10240000000000005,0.05780861377716064,0.19973825556862695,0.10240000000000005,0.17385646726479997,True,True,0.057816463708877566,0.09770000000000001,0.057816463708877566,0.12290852023454511,0.09770000000000001,0.09668125636723045,True,False,-7.849931716923109e-06,0.0047000000000000375,-0.013579173074765034,4.589843750000035,False,False,0.025662172475346284,5.476799011230469,0.031559116795381884,0.05778638066269655
cnn-9,cifar10,learnt,10,rayleigh-zf,0.0,frob,1.0,0.1658778190612793,0.5798,0.1658778190612793,2.1720660037479584,0.5798,1.9560831022583114,True,True,0.16134953498840332,0.4989,0.16134953498840332,0.3906029378574042,0.4989,0.20269858459006276,True,False,0.0045282840728759766,0.08089999999999997,2.729891252791983,13.953087271472915,True,False,0.0102851384515858,0.16545835137367249,0.17294025547834188,0.36084460874568325
cnn-4,mnist,learnt,10,bec,0.1,frob,0.1,0.004942094907164574,0.013499999999999956,0.004942094907164574,0.24113053061518222,0.013499999999999956,0.22896230269357493,True,True,0.005687527358531952,0.015000000000000013,0.005687527358531952,0.18812517404743964,0.015000000000000013,0.17569537295208892,True,True,-0.0007454324513673782,-0.0015000000000000568,-15.083329344540147,-11.111111111111567,False,True,0.13267394748723166,0.0752001404762268,0.02561339341592452,0.03804319451127522
fcn-4,mnist,learnt,20,bec,0.1,frob,0.01,0.008122899383306504,0.02629999999999999,0.008122899383306504,0.40761455083516585,0.02629999999999999,0.3821160681731366,True,True,0.008631765097379684,0.026599999999999957,0.008631765097379684,0.16711636110095135,0.026599999999999957,0.14093570235026445,True,True,-0.0005088657140731798,-0.00029999999999996696,-6.264582263802966,-1.1406844106462626,False,True,0.06700526789924707,6.21054744720459,0.03147495190834543,0.057655610659032304
cnn-9,cifar10,learnt,10,bec,0.5,frob,0.1,0.08701789975166321,0.3418,0.08701789975166321,2.2398157770168416,0.3418,2.0240799643194882,True,True,0.09818742871284485,0.3349,0.09818742871284485,0.4733816215699259,0.3349,0.28249650446032476,True,False,-0.011169528961181632,0.006900000000000017,-12.835898123326222,2.0187244002340603,False,False,0.07826044331633007,4.107985496520996,0.1671313530844844,0.3580164701940855
fcn-4,mnist,learnt,50,bec,0.1,frob,0.1,0.007454632967710495,0.024599999999999955,0.007454632967710495,1.0446941902852573,0.024599999999999955,1.0201675871959959,True,True,0.010025125741958619,0.02969999999999995,0.010025125741958619,0.1443981285156625,0.02969999999999995,0.11749120293411364,True,True,-0.0025704927742481237,-0.005099999999999993,-34.48181534063623,-20.73170731707318,False,True,0.06700526789924707,0.1540740728378296,0.03275590150544594,0.05966282708699481
cnn-4,mnist,learnt,20,bec,0.1,frob,0.1,0.004669194296002388,0.01319999999999999,0.004669194296002388,0.34395175634056885,0.01319999999999999,0.3317614287384778,True,True,0.00560075044631958,0.013900000000000023,0.00560075044631958,0.18811641586167802,0.013900000000000023,0.17565483272117477,True,True,-0.0009315561503171919,-0.0007000000000000339,-19.951111289473644,-5.303030303030564,False,True,0.13267394748723166,0.06610089540481567,0.025610000697459497,0.03807158383796275
cnn-4,mnist,learnt,20,rayleigh-zf,0.0,frob,1.0,0.20756938457489013,0.28959999999999997,0.20756938457489013,0.2356213128185402,0.28959999999999997,0.22343843513586636,True,False,0.19180574417114257,0.26070000000000004,0.19180574417114257,0.07972668479032391,0.26070000000000004,0.06722672293539618,False,False,0.01576364040374756,0.028899999999999926,7.594395693773475,9.979281767955776,True,False,0.024341379813316084,0.002211153507232666,0.02577528736467514,0.038275249219602875
fcn-4,mnist,learnt,20,rayleigh-zf,0.0,frob,0.1,0.05917095541954041,0.10629999999999995,0.05917095541954041,0.36629837693470807,0.10629999999999995,0.34076764467809395,True,True,0.060983866453170776,0.1038,0.060983866453170776,0.10318083775531585,0.1038,0.07617932793590063,True,False,-0.0018129110336303697,0.0024999999999999467,-3.0638529000863155,2.3518344308560186,False,False,0.025662172475346284,0.15682482719421387,0.03277589202349891,0.059777401842914135
cnn-9,cifar10,learnt,20,bec,0.5,frob,0.1,0.08599846363067627,0.33620000000000005,0.08599846363067627,3.77215777376239,0.33620000000000005,3.5587935387398715,True,True,0.09667097330093384,0.32799999999999996,0.09667097330093384,0.4730768867332814,0.32799999999999996,0.2823117371104216,True,False,-0.010672509670257568,0.008200000000000096,-12.41011666916641,2.439024390243931,False,False,0.07826044331633007,4.060328006744385,0.16715971650813627,0.357924866130996
cnn-9,cifar10,learnt,50,bec,0.1,frob,0.01,0.0720065176486969,0.26680000000000004,0.0720065176486969,7.665559470547203,0.26680000000000004,7.465125037574856,True,True,0.09278457164764405,0.2883,0.09278457164764405,0.9482036580960048,0.2883,0.7415052465570862,True,True,-0.020778053998947152,-0.021499999999999964,-28.855796221556584,-8.058470764617676,False,True,0.04351871714733184,120.469482421875,0.14049738717279547,0.34719579871171413
cnn-9,cifar10,learnt,20,rayleigh-zf,10.0,frob,0.1,0.10490686893463134,0.3813,0.10490686893463134,3.69736700571122,0.3813,3.483811451327118,True,True,0.12940410375595093,0.35429999999999995,0.12940410375595093,0.39921898036307296,0.35429999999999995,0.20833429394892203,True,False,-0.02449723482131959,0.027000000000000024,-23.35141165692791,7.081038552321014,False,False,0.0032881516997362906,4.319115161895752,0.16699723362198599,0.3578819200361369
cnn-9,cifar10,learnt,10,bec,0.1,frob,0.01,0.08180580139160157,0.2921,0.08180580139160157,2.2050740508478435,0.2921,1.98933823815049,True,True,0.09382182359695435,0.29300000000000004,0.09382182359695435,0.9145905305550824,0.29300000000000004,0.7081973816730832,True,True,-0.012016022205352778,-0.0009000000000000119,-14.688471967693944,-0.30811365970558435,False,True,0.04351871714733184,112.82447814941406,0.14137902077179054,0.34777216965378965
cnn-9,cifar10,learnt,50,rayleigh-zf,0.0,frob,0.01,0.1754888892173767,0.6052,0.1754888892173767,7.632486626300128,0.6052,7.431888441433709,True,True,0.15884137153625488,0.5338,0.15884137153625488,0.9177198987409098,0.5338,0.7111606208126471,True,True,0.016647517681121826,0.07139999999999991,9.486365635661798,11.797752808988749,True,True,0.0102851384515858,121.11933898925781,0.140480093203517,0.3470393711317797
fcn-4,mnist,learnt,10,rayleigh-zf,10.0,frob,0.01,0.014841872453689575,0.03610000000000002,0.014841872453689575,0.18190306607452408,0.03610000000000002,0.1560212777706971,True,True,0.016498848795890808,0.03869999999999996,0.016498848795890808,0.10507333074044223,0.03869999999999996,0.07884606687312756,True,True,-0.0016569763422012336,-0.0025999999999999357,-11.164200119435213,-7.202216066481812,False,True,0.007826982981243406,5.476799011230469,0.031559116795381884,0.05778638066269655
cnn-4,mnist,learnt,20,rayleigh-zf,10.0,frob,0.01,0.04568192958831787,0.07320000000000004,0.04568192958831787,0.21877300302701844,0.07320000000000004,0.2065901253443446,True,True,0.04027003049850464,0.06720000000000004,0.04027003049850464,0.0754512675474464,0.06720000000000004,0.06319974121491831,True,False,0.005411899089813231,0.006000000000000005,11.846914389529648,8.196721311475413,True,False,0.007493070021794318,3.408090591430664,0.024692170855136402,0.036943697187664486
cnn-9,cifar10,learnt,20,bec,0.1,frob,1.0,0.07642717957496643,0.28290000000000004,0.07642717957496643,3.737416047593392,0.28290000000000004,3.5240518125708733,True,True,0.11939307451248168,0.30310000000000004,0.11939307451248168,0.42389235752415466,0.30310000000000004,0.2359174301031689,True,False,-0.04296589493751525,-0.020199999999999996,-56.21808259373298,-7.140332272887944,False,False,0.04351871714733184,0.15830272436141968,0.172957523232544,0.36093245065352975
fcn-4,mnist,learnt,50,rayleigh-zf,10.0,frob,0.1,0.01420106440782547,0.035599999999999965,0.01420106440782547,0.9854853316104011,0.035599999999999965,0.9609802518646894,True,True,0.016346754133701326,0.04059999999999997,0.016346754133701326,0.08529181521590125,0.04059999999999997,0.05830465261736041,True,True,-0.002145689725875855,-0.0050000000000000044,-15.109358455507579,-14.044943820224745,False,True,0.007826982981243406,0.1576075553894043,0.03273321072458574,0.059720373323126574
fcn-4,mnist,learnt,50,bec,0.5,frob,1.0,0.010699467360973358,0.03249999999999997,0.010699467360973358,1.1186315596231444,0.03249999999999997,1.094104956533883,True,True,0.01152157187461853,0.0393,0.01152157187461853,0.21811782516698808,0.0393,0.19104683378929288,True,True,-0.0008221045136451721,-0.006800000000000028,-7.6836022384051015,-20.923076923077026,False,True,0.14094263723713407,0.005823731422424316,0.032979392507173425,0.06005038388486862
fcn-4,mnist,learnt,10,rayleigh-zf,10.0,frob,1.0,0.014841872453689575,0.03610000000000002,0.014841872453689575,0.18190306607452408,0.03610000000000002,0.1560212777706971,True,True,0.01715986877679825,0.040100000000000025,0.01715986877679825,0.08497855521815798,0.040100000000000025,0.05793888786246401,True,True,-0.0023179963231086745,-0.0040000000000000036,-15.617950702254138,-11.080332409972302,False,True,0.007826982981243406,0.004434823989868164,0.032992771027084755,0.06003243838277871
cnn-4,mnist,learnt,20,bec,0.5,frob,1.0,0.0052247907966375354,0.017900000000000027,0.0052247907966375354,0.40261980362051014,0.017900000000000027,0.39042947601841904,True,True,0.005829571560025215,0.018399999999999972,0.005829571560025215,0.24669025018287644,0.018399999999999972,0.2341974506266713,True,True,-0.0006047807633876795,-0.0004999999999999449,-11.575214911511711,-2.793296089385163,False,True,0.19134199476717295,0.0028763413429260254,0.02574268448412582,0.03823548404033095
cnn-4,mnist,learnt,10,rayleigh-zf,10.0,frob,0.1,0.04354698061943054,0.06920000000000004,0.04354698061943054,0.11593759406303387,0.06920000000000004,0.10379206580562275,True,True,0.0422101765871048,0.0676,0.0422101765871048,0.06292476727732135,0.0676,0.05047554987444489,True,False,0.0013368040323257432,0.0016000000000000458,3.069797293200312,2.3121387283237644,True,False,0.007493070021794318,0.058211684226989746,0.02564380288593152,0.03809302028880798
cnn-9,cifar10,learnt,10,bec,0.1,frob,1.0,0.08180580139160157,0.2921,0.08180580139160157,2.2050740508478435,0.2921,1.98933823815049,True,True,0.11728541851043701,0.3022,0.11728541851043701,0.4239648771964502,0.3022,0.23595465295131118,True,False,-0.035479617118835446,-0.010099999999999998,-43.37053914916832,-3.4577199589181777,False,False,0.04351871714733184,0.1508149802684784,0.17302823229026618,0.36103845653540517
cnn-4,mnist,learnt,10,bec,0.5,frob,1.0,0.005353602021932602,0.018199999999999994,0.005353602021932602,0.29979857789512354,0.018199999999999994,0.2876303499735162,True,True,0.006290565431118012,0.02100000000000002,0.006290565431118012,0.24670670248703663,0.02100000000000002,0.234215680938419,True,True,-0.0009369634091854094,-0.0028000000000000247,-17.501551391882767,-15.384615384615525,False,True,0.19134199476717295,0.002839326858520508,0.02576106590687331,0.038252087455490955
cnn-4,mnist,learnt,10,bec,0.1,frob,0.01,0.004942094907164574,0.013499999999999956,0.004942094907164574,0.24113053061518222,0.013499999999999956,0.22896230269357493,True,True,0.005371950939297676,0.013599999999999945,0.005371950939297676,0.1979842160248594,0.013599999999999945,0.1857541920202731,True,True,-0.00042985603213310276,-9.999999999998899e-05,-8.697850612094456,-0.7407407407406615,False,True,0.13267394748723166,2.742435932159424,0.02478326796192174,0.03701329196650806
cnn-4,mnist,learnt,50,bec,0.5,frob,1.0,0.005102596804499626,0.018299999999999983,0.005102596804499626,0.8398008487114689,0.018299999999999983,0.8275765956576836,True,True,0.006553573906421662,0.02090000000000003,0.006553573906421662,0.24671293109545267,0.02090000000000003,0.23421629032807184,True,True,-0.001450977101922036,-0.0026000000000000467,-28.436052416340633,-14.207650273224312,False,True,0.19134199476717295,0.0016742050647735596,0.025766431886330956,0.03826307265371179
fcn-4,mnist,learnt,20,bec,0.5,frob,1.0,0.010514961183071136,0.03320000000000001,0.010514961183071136,0.48155192017305287,0.03320000000000001,0.45605343751102356,True,True,0.010879968106746674,0.0383,0.010879968106746674,0.21807895041365488,0.0383,0.19102629555145687,True,True,-0.00036500692367553815,-0.005099999999999993,-3.4713102342516637,-15.361445783132506,False,True,0.14094263723713407,0.00677943229675293,0.03295495263685601,0.06000760749905401
cnn-9,cifar10,learnt,50,bec,0.1,frob,1.0,0.0720065176486969,0.26680000000000004,0.0720065176486969,7.665559470547203,0.26680000000000004,7.465125037574856,True,True,0.1164514660835266,0.29790000000000005,0.1164514660835266,0.4240313692708221,0.29790000000000005,0.23594947987633713,True,False,-0.04444494843482971,-0.031100000000000017,-61.72350765755166,-11.65667166416792,False,False,0.04351871714733184,0.15377464890480042,0.17300982317476876,0.36109171256925365
cnn-4,mnist,learnt,50,bec,0.1,frob,0.01,0.00411018580198288,0.012900000000000023,0.00411018580198288,0.7811328014315275,0.012900000000000023,0.7689085483777423,True,True,0.005543671920895577,0.014100000000000001,0.005543671920895577,0.20067743232946308,0.014100000000000001,0.18840632168639027,True,True,-0.0014334861189126968,-0.0011999999999999789,-34.876431090320516,-9.302325581395168,False,True,0.13267394748723166,3.416555404663086,0.024683316405858715,0.03695442704893152
cnn-9,cifar10,learnt,20,rayleigh-zf,0.0,frob,0.1,0.17119706869125367,0.5969,0.17119706869125367,3.7043639924630694,0.5969,3.4908084380789677,True,True,0.1647354006767273,0.5109,0.1647354006767273,0.40621596711492247,0.5109,0.21533128070077154,True,False,0.006461668014526384,0.08599999999999997,3.774403419359776,14.40777349639805,True,False,0.0102851384515858,4.319115161895752,0.16699723362198599,0.3578819200361369
fcn-4,mnist,learnt,10,bec,0.5,frob,1.0,0.010413500666618346,0.03380000000000005,0.010413500666618346,0.31495429019167,0.03380000000000005,0.2891374131982236,True,True,0.011307568103075028,0.03839999999999999,0.011307568103075028,0.21793490047567732,0.03839999999999999,0.19097506955212332,True,True,-0.0008940674364566817,-0.0045999999999999375,-8.585656880233522,-13.609467455621095,False,True,0.14094263723713407,0.004458427429199219,0.032913202100215824,0.05987303302376981
fcn-4,mnist,learnt,10,bec,0.5,frob,0.01,0.010413500666618346,0.03380000000000005,0.010413500666618346,0.31495429019167,0.03380000000000005,0.2891374131982236,True,True,0.010877389460802078,0.03700000000000003,0.010877389460802078,0.23896942882356834,0.03700000000000003,0.2128025834452414,True,True,-0.0004638887941837318,-0.0031999999999999806,-4.454686363739139,-9.467455621301703,False,True,0.14094263723713407,5.696348667144775,0.0315036713946156,0.057670516772942534
fcn-4,mnist,learnt,20,rayleigh-zf,0.0,frob,0.01,0.05917095541954041,0.10629999999999995,0.05917095541954041,0.36629837693470807,0.10629999999999995,0.34076764467809395,True,True,0.06056780219078064,0.10389999999999999,0.06056780219078064,0.12587478302095417,0.10389999999999999,0.0995690000330503,True,False,-0.0013968467712402316,0.0023999999999999577,-2.3606966650042325,2.2577610536217865,False,False,0.025662172475346284,6.2046589851379395,0.03147538456075377,0.057781167548657655
cnn-4,mnist,learnt,10,rayleigh-zf,0.0,frob,0.01,0.19968565702438354,0.2764,0.19968565702438354,0.13278590385455563,0.2764,0.12064037559714452,False,False,0.19625190496444703,0.2741,0.19625190496444703,0.09006005327374464,0.2741,0.07781826282346602,False,False,0.0034337520599365123,0.0022999999999999687,1.7195787174224628,0.8321273516642435,True,False,0.024341379813316084,2.8403658866882324,0.02478010907381435,0.03702189952409296
fcn-4,mnist,learnt,50,bec,0.5,frob,0.01,0.010699467360973358,0.03249999999999997,0.010699467360973358,1.1186315596231444,0.03249999999999997,1.094104956533883,True,True,0.011048053950071334,0.03839999999999999,0.011048053950071334,0.24032219072534697,0.03839999999999999,0.21405494998441063,True,True,-0.0003485865890979767,-0.005900000000000016,-3.257980769860163,-18.153846153846217,False,True,0.14094263723713407,6.010357856750488,0.031474100785320085,0.057741341526256415
fcn-4,mnist,learnt,50,rayleigh-zf,0.0,frob,0.1,0.06096288561820984,0.11240000000000006,0.06096288561820984,1.003320521104504,0.11240000000000006,0.9788154413587923,True,True,0.06138884425163269,0.10699999999999998,0.06138884425163269,0.10312700471000413,0.10699999999999998,0.0761398421114633,True,False,-0.00042595863342285295,0.005400000000000071,-0.698717964386544,4.8042704626335135,False,False,0.025662172475346284,0.1576075553894043,0.03273321072458574,0.059720373323126574
cnn-4,mnist,learnt,50,rayleigh-zf,0.0,frob,1.0,0.22492551803588867,0.3228,0.22492551803588867,0.6728084642789499,0.3228,0.6605815608329099,True,True,0.18934314250946044,0.2621,0.18934314250946044,0.07970379288608079,0.2621,0.06720876886223984,False,False,0.035582375526428234,0.060699999999999976,15.81962590867559,18.80421313506815,True,False,0.024341379813316084,0.002049654722213745,0.02575799260754776,0.038253016631388706
fcn-4,mnist,learnt,10,rayleigh-zf,0.0,frob,1.0,0.05780861377716064,0.10240000000000005,0.05780861377716064,0.19973825556862695,0.10240000000000005,0.17385646726479997,True,True,0.05811702609062195,0.09750000000000003,0.05811702609062195,0.10281374471226086,0.09750000000000003,0.0757740773565669,True,False,-0.0003084123134613065,0.0049000000000000155,-0.5335058104838275,4.785156250000013,False,False,0.025662172475346284,0.004434823989868164,0.032992771027084755,0.06003243838277871
cnn-4,mnist,learnt,10,rayleigh-zf,0.0,frob,0.1,0.19968565702438354,0.2764,0.19968565702438354,0.13278590385455563,0.2764,0.12064037559714452,False,False,0.1922001361846924,0.26780000000000004,0.1922001361846924,0.07977307706884312,0.26780000000000004,0.06732385966596666,False,False,0.0074855208396911455,0.008599999999999941,3.748652232331885,3.1114327062228444,True,False,0.024341379813316084,0.058211684226989746,0.02564380288593152,0.03809302028880798
