model,dataset,prior,epoch,channel_type,channel_spec,norm,kl_penalty,vanilla_loss,vanilla_error,vanilla_bound_ce_lhs,vanilla_bound_ce_rhs,vanilla_bound_01_lhs,vanilla_bound_01_rhs,vanilla_bound_ce_valid,vanilla_bound_01_valid,channel_loss,channel_error,channel_bound_ce_lhs,channel_bound_ce_rhs,channel_bound_01_lhs,channel_bound_01_rhs,channel_bound_ce_valid,channel_bound_01_valid,loss_reduction,error_reduction,loss_reduction_pct,error_reduction_pct,goal_satisfied,bounds_valid,channel_term,kl_final,empirical_nll_loss,empirical_01_error
fcn-4,mnist,learnt,50,bec,0.1,frob,1.0,0.007454632967710495,0.024599999999999955,0.007454632967710495,1.0446941902852573,0.024599999999999955,1.0201675871959959,True,True,0.010144153237342834,0.029900000000000038,0.010144153237342834,0.1441804558291011,0.029900000000000038,0.1171094644514059,True,True,-0.002689520269632339,-0.005300000000000082,-36.07850690009703,-21.544715447154847,False,True,0.06700526789924707,0.005823731422424316,0.032979392507173425,0.06005038388486862
cnn-4,mnist,learnt,20,bec,0.1,frob,1.0,0.004669194296002388,0.01319999999999999,0.004669194296002388,0.34395175634056885,0.01319999999999999,0.3317614287384778,True,True,0.0056430883705616,0.013700000000000045,0.0056430883705616,0.18802220290293514,0.013700000000000045,0.17552940334673,True,True,-0.0009738940745592116,-0.000500000000000056,-20.85786139576646,-3.787878787879215,False,True,0.13267394748723166,0.0028763413429260254,0.02574268448412582,0.03823548404033095
cnn-9,cifar10,learnt,10,rayleigh-zf,10.0,frob,0.01,0.10640273094177247,0.3752,0.10640273094177247,2.165069016996109,0.3752,1.9490861155064618,True,True,0.11233807802200317,0.3598,0.11233807802200317,0.872987412367243,0.3598,0.6669120607874693,True,True,-0.0059353470802307046,0.01539999999999997,-5.578190548021504,4.104477611940291,False,True,0.0032881516997362906,112.56888580322266,0.14146730905499733,0.3475426606347709
fcn-4,mnist,learnt,50,rayleigh-zf,0.0,frob,0.01,0.06096288561820984,0.11240000000000006,0.06096288561820984,1.003320521104504,0.11240000000000006,0.9788154413587923,True,True,0.06124180555343628,0.1068,0.06124180555343628,0.1253265532899266,0.1068,0.09902443389370642,True,False,-0.00027891993522644043,0.005600000000000049,-0.45752416802121654,4.982206405693992,False,False,0.025662172475346284,6.074132442474365,0.03146369080043551,0.057765810196655686
cnn-9,cifar10,learnt,10,rayleigh-zf,0.0,frob,0.1,0.1658778190612793,0.5798,0.1658778190612793,2.1720660037479584,0.5798,1.9560831022583114,True,True,0.1596506118774414,0.5038,0.1596506118774414,0.4056590381056484,0.5038,0.21509183251321418,True,False,0.006227207183837902,0.07599999999999996,3.754092752773305,13.10796826491893,True,False,0.0102851384515858,4.255603790283203,0.16704181692296843,0.35760902251540266
fcn-4,mnist,learnt,50,bec,0.1,frob,0.01,0.007454632967710495,0.024599999999999955,0.007454632967710495,1.0446941902852573,0.024599999999999955,1.0201675871959959,True,True,0.009422006458044052,0.028800000000000048,0.009422006458044052,0.16638482138745997,0.028800000000000048,0.14011758064652363,True,True,-0.0019673734903335573,-0.0042000000000000925,-26.391285779664443,-17.073170731707723,False,True,0.06700526789924707,6.010357856750488,0.031474100785320085,0.057741341526256415
cnn-9,cifar10,learnt,50,rayleigh-zf,0.0,frob,1.0,0.1754888892173767,0.6052,0.1754888892173767,7.632486626300128,0.6052,7.431888441433709,True,True,0.16232672929763795,0.4959,0.16232672929763795,0.39086814327044733,0.4959,0.20274075437346029,True,False,0.013162159919738764,0.10929999999999995,7.500281059637286,18.060145406477194,True,False,0.0102851384515858,0.1633560061454773,0.17299182723542422,0.36111921613241127
fcn-4,mnist,learnt,10,bec,0.1,frob,0.01,0.008582884818315506,0.02629999999999999,0.008582884818315506,0.24101692085378296,0.02629999999999999,0.21520004386033664,True,True,0.009312664717435836,0.027200000000000002,0.009312664717435836,0.16503205948568134,0.027200000000000002,0.13886521410735442,True,True,-0.0007297798991203301,-0.0009000000000000119,-8.502734390225198,-3.42205323193921,False,True,0.06700526789924707,5.696348667144775,0.0315036713946156,0.057670516772942534
fcn-4,mnist,learnt,20,rayleigh-zf,10.0,frob,1.0,0.014593613147735596,0.035800000000000054,0.014593613147735596,0.34846318744060517,0.035800000000000054,0.32293245518399105,True,True,0.01776714771986008,0.04179999999999995,0.01776714771986008,0.08512215120054639,0.04179999999999995,0.05794985545172415,True,True,-0.003173534572124482,-0.005999999999999894,-21.74605109781809,-16.75977653631253,False,True,0.007826982981243406,0.004275411367416382,0.03300438941565083,0.06017668516447308
cnn-4,mnist,learnt,20,rayleigh-zf,10.0,frob,0.1,0.04568192958831787,0.07320000000000004,0.04568192958831787,0.21877300302701844,0.07320000000000004,0.2065901253443446,True,True,0.03965951800346375,0.06510000000000005,0.03965951800346375,0.06294468794134199,0.06510000000000005,0.05050383371298875,True,False,0.006022411584854122,0.008099999999999996,13.183356393058796,11.065573770491792,True,False,0.007493070021794318,0.06743434071540833,0.02563443538702605,0.0380752896153793
