model,dataset,prior_type,epoch,channel_type,channel_spec,norm_type,loss_type,lhs,rhs,empirical,channel_term,kl_term,gap,relative_gap,dimension,lipschitz,kl_final
cnn-9,cifar10,learnt,20,bec,outage=0.5,frob,01,0.33620000000000005,3.5587935387398715,0.3282540104307153,0.07826044331633007,3.346910081597443,3.222593538739871,9.58534663515726,8192.0,0.0012209281558170915,748.391845703125
cnn-9,cifar10,learnt,20,rayleigh-zf,SNR=0.0dB,frob,ce,0.17119706869125367,3.7043639924630694,0.11487997961203708,0.0102851384515858,3.346910081597443,3.5331669237718155,20.638010631734154,8192.0,0.00654772249981761,748.391845703125
cnn-9,cifar10,learnt,20,rayleigh-zf,SNR=0.0dB,frob,01,0.5969,3.4908084380789677,0.3284355339961387,0.0102851384515858,3.346910081597443,2.8939084380789675,4.848229918041493,8192.0,0.00654772249981761,748.391845703125
cnn-9,cifar10,learnt,20,bec,outage=0.1,spec,ce,0.07642717957496643,3.7126367755810574,0.1148897754081969,0.018739445134997368,3.346910081597443,3.636209596006091,47.57744059414596,8192.0,0.018739445134997368,748.391845703125
cnn-9,cifar10,learnt,20,bec,outage=0.1,spec,01,0.28290000000000004,3.4992725405585388,0.3282540104307153,0.018739445134997368,3.346910081597443,3.2163725405585386,11.369291412366696,8192.0,0.018739445134997368,748.391845703125
cnn-9,cifar10,learnt,20,bec,outage=0.5,spec,ce,0.08599846363067627,3.7111001100967482,0.1148897754081969,0.01720277965068817,3.346910081597443,3.625101646466072,42.15309778130702,8192.0,0.01720277965068817,748.391845703125
cnn-9,cifar10,learnt,20,bec,outage=0.5,spec,01,0.33620000000000005,3.4977358750742296,0.3282540104307153,0.01720277965068817,3.346910081597443,3.1615358750742297,9.403735499923346,8192.0,0.01720277965068817,748.391845703125
cnn-9,cifar10,learnt,20,rayleigh-zf,SNR=0.0dB,spec,ce,0.17119706869125367,3.8082302347032537,0.11487997961203708,0.11415138069177012,3.346910081597443,3.637033166012,21.244716360016817,8192.0,0.07267102599143982,748.391845703125
cnn-9,cifar10,learnt,20,rayleigh-zf,SNR=0.0dB,spec,01,0.5969,3.594674680319152,0.3284355339961387,0.11415138069177012,3.346910081597443,2.997774680319152,5.0222393706134225,8192.0,0.07267102599143982,748.391845703125
cnn-9,cifar10,learnt,20,rayleigh-zf,SNR=10.0dB,frob,ce,0.10490686893463134,3.69736700571122,0.11487997961203708,0.0032881516997362906,3.346910081597443,3.5924601367765883,34.244279457192555,8192.0,0.006619603373110294,748.391845703125
cnn-9,cifar10,learnt,20,rayleigh-zf,SNR=10.0dB,frob,01,0.3813,3.483811451327118,0.3284355339961387,0.0032881516997362906,3.346910081597443,3.102511451327118,8.136667850320269,8192.0,0.006619603373110294,748.391845703125
cnn-4,mnist,rand,50,rayleigh-zf,SNR=10.0dB,frob,ce,0.030672910809516906,32.5430242968181,0.04403724233915782,0.007493070021794318,32.41448568186173,32.51235138600859,1059.9695473284185,9216.0,0.015084812417626381,7939.89501953125
cnn-4,mnist,rand,50,rayleigh-zf,SNR=10.0dB,frob,01,0.0958,32.48311702298369,0.10394451617356648,0.007493070021794318,32.41448568186173,32.387317022983694,338.07220274513253,9216.0,0.015084812417626381,7939.89501953125
cnn-4,mnist,rand,50,bec,outage=0.1,spec,ce,0.01727173775434494,32.58107936911404,0.044049513398171626,0.04550382122397423,32.41448568186173,32.5638076313597,1885.3810829294137,9216.0,0.04550382122397423,7939.89501953125
cnn-4,mnist,rand,50,bec,outage=0.1,spec,01,0.06030000000000002,32.521140045244884,0.1039888372673281,0.04550382122397423,32.41448568186173,32.460840045244886,538.322388810031,9216.0,0.04550382122397423,7939.89501953125
cnn-4,mnist,rand,50,bec,outage=0.5,spec,ce,0.035199794173240664,32.57848037935913,0.044049513398171626,0.04290483146905899,32.41448568186173,32.54328058518589,924.5304226785994,9216.0,0.04290483146905899,7939.89501953125
cnn-4,mnist,rand,50,bec,outage=0.5,spec,01,0.0877,32.51854105548997,0.1039888372673281,0.04290483146905899,32.41448568186173,32.43084105548997,369.79294247993124,9216.0,0.04290483146905899,7939.89501953125
cnn-4,mnist,rand,50,rayleigh-zf,SNR=0.0dB,spec,ce,0.1025737166404724,32.72411543463409,0.04403724233915782,0.18858420783778712,32.41448568186173,32.62154171799362,318.0302204738692,9216.0,0.12005643546581268,7939.89501953125
cnn-4,mnist,rand,50,rayleigh-zf,SNR=0.0dB,spec,01,0.23619999999999997,32.66420816079968,0.10394451617356648,0.18858420783778712,32.41448568186173,32.428008160799685,137.29046638780562,9216.0,0.12005643546581268,7939.89501953125
cnn-4,mnist,rand,50,bec,outage=0.1,frob,ce,0.01727173775434494,32.6682494953773,0.044049513398171626,0.13267394748723166,32.41448568186173,32.65097775762296,1890.428063580873,9216.0,0.004370036069303751,7939.89501953125
cnn-4,mnist,rand,50,bec,outage=0.1,frob,01,0.06030000000000002,32.608310171508144,0.1039888372673281,0.13267394748723166,32.41448568186173,32.548010171508146,539.7679962107485,9216.0,0.004370036069303751,7939.89501953125
cnn-4,mnist,rand,50,bec,outage=0.5,frob,ce,0.035199794173240664,32.72691754265724,0.044049513398171626,0.19134199476717295,32.41448568186173,32.691717748484,928.7474122032414,9216.0,0.0028321784920990467,7939.89501953125
cnn-4,mnist,rand,50,bec,outage=0.5,frob,01,0.0877,32.66697821878808,0.1039888372673281,0.19134199476717295,32.41448568186173,32.57927821878808,371.485498503855,9216.0,0.0028321784920990467,7939.89501953125
cnn-4,mnist,rand,50,rayleigh-zf,SNR=0.0dB,frob,ce,0.1025737166404724,32.55987260660962,0.04403724233915782,0.024341379813316084,32.41448568186173,32.45729888996915,316.4290029943451,9216.0,0.015496203675866127,7939.89501953125
cnn-4,mnist,rand,50,rayleigh-zf,SNR=0.0dB,frob,01,0.23619999999999997,32.49996533277521,0.10394451617356648,0.024341379813316084,32.41448568186173,32.263765332775215,136.59511148507713,9216.0,0.015496203675866127,7939.89501953125
cnn-4,mnist,rand,50,rayleigh-zf,SNR=10.0dB,spec,ce,0.030672910809516906,32.59314095636768,0.04403724233915782,0.05760972957137006,32.41448568186173,32.56246804555816,1061.6034535416502,9216.0,0.11597809195518494,7939.89501953125
cnn-4,mnist,rand,50,rayleigh-zf,SNR=10.0dB,spec,01,0.0958,32.533233682533265,0.10394451617356648,0.05760972957137006,32.41448568186173,32.43743368253327,338.59534115379194,9216.0,0.11597809195518494,7939.89501953125
cnn-4,mnist,learnt,50,rayleigh-zf,SNR=10.0dB,frob,ce,0.05104846358299255,0.6559601544874282,0.02074200689544637,0.007493070021794318,0.5983971453631353,0.6049116909044356,11.84975312569387,9216.0,0.015084812417626381,146.57676696777344
cnn-4,mnist,learnt,50,rayleigh-zf,SNR=10.0dB,frob,01,0.08420000000000005,0.6437332510413881,0.03296891034148644,0.007493070021794318,0.5983971453631353,0.5595332510413881,6.645288017118619,9216.0,0.015084812417626381,146.57676696777344
cnn-4,mnist,learnt,50,bec,outage=0.1,spec,ce,0.00411018580198288,0.6939626751682701,0.020736426766363183,0.04550382122397423,0.5983971453631353,0.6898524893662873,167.8397334333356,9216.0,0.04550382122397423,146.57676696777344
cnn-4,mnist,learnt,50,bec,outage=0.1,spec,01,0.012900000000000023,0.6817384221144849,0.032960679820148456,0.04550382122397423,0.5983971453631353,0.6688384221144849,51.847939698797184,9216.0,0.04550382122397423,146.57676696777344
