model,dataset,prior_type,epoch,channel_type,channel_spec,norm_type,loss_type,lhs,rhs,empirical,channel_term,kl_term,gap,relative_gap,dimension,lipschitz,kl_final
cnn-4,mnist,learnt,50,bec,outage=0.5,spec,ce,0.005102596804499626,0.6913636854133549,0.020736426766363183,0.04290483146905899,0.5983971453631353,0.6862610886088553,134.49251722254232,9216.0,0.04290483146905899,146.57676696777344
cnn-4,mnist,learnt,50,bec,outage=0.5,spec,01,0.018299999999999983,0.6791394323595696,0.032960679820148456,0.04290483146905899,0.5983971453631353,0.6608394323595697,36.11144439123335,9216.0,0.04290483146905899,146.57676696777344
cnn-4,mnist,learnt,50,rayleigh-zf,SNR=0.0dB,spec,ce,0.22492551803588867,0.837051292303421,0.02074200689544637,0.18858420783778712,0.5983971453631353,0.6121257742675323,2.7214598841998123,9216.0,0.12005643546581268,146.57676696777344
cnn-4,mnist,learnt,50,rayleigh-zf,SNR=0.0dB,spec,01,0.3228,0.824824388857381,0.03296891034148644,0.18858420783778712,0.5983971453631353,0.502024388857381,1.5552180571789995,9216.0,0.12005643546581268,146.57676696777344
cnn-4,mnist,learnt,50,bec,outage=0.1,frob,ce,0.00411018580198288,0.7811328014315275,0.020736426766363183,0.13267394748723166,0.5983971453631353,0.7770226156295447,189.04805112573865,9216.0,0.004370036069303751,146.57676696777344
cnn-4,mnist,learnt,50,bec,outage=0.1,frob,01,0.012900000000000023,0.7689085483777423,0.032960679820148456,0.13267394748723166,0.5983971453631353,0.7560085483777422,58.605313827731855,9216.0,0.004370036069303751,146.57676696777344
cnn-4,mnist,learnt,50,bec,outage=0.5,frob,ce,0.005102596804499626,0.8398008487114689,0.020736426766363183,0.19134199476717295,0.5983971453631353,0.8346982519069692,163.58303112856316,9216.0,0.0028321784920990467,146.57676696777344
cnn-4,mnist,learnt,50,bec,outage=0.5,frob,01,0.018299999999999983,0.8275765956576836,0.032960679820148456,0.19134199476717295,0.5983971453631353,0.8092765956576836,44.222764790037395,9216.0,0.0028321784920990467,146.57676696777344
cnn-4,mnist,learnt,50,rayleigh-zf,SNR=0.0dB,frob,ce,0.22492551803588867,0.6728084642789499,0.02074200689544637,0.024341379813316084,0.5983971453631353,0.44788294624306124,1.9912500375862108,9216.0,0.015496203675866127,146.57676696777344
cnn-4,mnist,learnt,50,rayleigh-zf,SNR=0.0dB,frob,01,0.3228,0.6605815608329099,0.03296891034148644,0.024341379813316084,0.5983971453631353,0.3377815608329099,1.0464112789123603,9216.0,0.015496203675866127,146.57676696777344
cnn-4,mnist,learnt,50,rayleigh-zf,SNR=10.0dB,spec,ce,0.05104846358299255,0.706076814037004,0.02074200689544637,0.05760972957137006,0.5983971453631353,0.6550283504540114,12.831499803889152,9216.0,0.11597809195518494,146.57676696777344
cnn-4,mnist,learnt,50,rayleigh-zf,SNR=10.0dB,spec,01,0.08420000000000005,0.6938499105909639,0.03296891034148644,0.05760972957137006,0.5983971453631353,0.6096499105909639,7.240497750486502,9216.0,0.11597809195518494,146.57676696777344
fcn-4,mnist,learnt,20,rayleigh-zf,SNR=10.0dB,frob,ce,0.014593613147735596,0.34846318744060517,0.02896635319372828,0.007826982981243406,0.26903809024800723,0.33386957429286956,22.877787078018724,600.0,0.015757035464048386,65.90060424804688
fcn-4,mnist,learnt,20,rayleigh-zf,SNR=10.0dB,frob,01,0.035800000000000054,0.32293245518399105,0.05449708545034237,0.007826982981243406,0.26903809024800723,0.287132455183991,8.020459642010909,600.0,0.015757035464048386,65.90060424804688
fcn-4,mnist,learnt,20,bec,outage=0.1,spec,ce,0.008122899383306504,0.4119819707525387,0.028971681264870108,0.07137268781661987,0.26903809024800723,0.40385907136923216,49.71858597672762,600.0,0.07137268781661987,65.90060424804688
fcn-4,mnist,learnt,20,bec,outage=0.1,spec,01,0.02629999999999999,0.38648348809050936,0.054470163926899406,0.07137268781661987,0.26903809024800723,0.3601834880905094,13.695189661236103,600.0,0.07137268781661987,65.90060424804688
fcn-4,mnist,learnt,20,bec,outage=0.5,spec,ce,0.010514961183071136,0.4112993858111515,0.028971681264870108,0.0706901028752327,0.26903809024800723,0.40078442462808034,38.11563520304143,600.0,0.0706901028752327,65.90060424804688
fcn-4,mnist,learnt,20,bec,outage=0.5,spec,01,0.03320000000000001,0.3858009031491222,0.054470163926899406,0.0706901028752327,0.26903809024800723,0.3526009031491222,10.620509130997654,600.0,0.0706901028752327,65.90060424804688
fcn-4,mnist,learnt,20,rayleigh-zf,SNR=0.0dB,spec,ce,0.05917095541954041,0.5233195040092045,0.02896635319372828,0.18268329954984266,0.26903809024800723,0.46414854858966403,7.844195607434544,600.0,0.11629980057477951,65.90060424804688
fcn-4,mnist,learnt,20,rayleigh-zf,SNR=0.0dB,spec,01,0.10629999999999995,0.4977887717525903,0.05449708545034237,0.18268329954984266,0.26903809024800723,0.39148877175259034,3.682867090805179,600.0,0.11629980057477951,65.90060424804688
fcn-4,mnist,learnt,20,bec,outage=0.1,frob,ce,0.008122899383306504,0.40761455083516585,0.028971681264870108,0.06700526789924707,0.26903809024800723,0.39949165145185933,49.180918364304844,600.0,0.008666250854730606,65.90060424804688
fcn-4,mnist,learnt,20,bec,outage=0.1,frob,01,0.02629999999999999,0.3821160681731366,0.054470163926899406,0.06700526789924707,0.26903809024800723,0.3558160681731366,13.529128067419649,600.0,0.008666250854730606,65.90060424804688
fcn-4,mnist,learnt,20,bec,outage=0.5,frob,ce,0.010514961183071136,0.48155192017305287,0.028971681264870108,0.14094263723713407,0.26903809024800723,0.4710369589899817,44.796832892577974,600.0,0.008137560449540615,65.90060424804688
fcn-4,mnist,learnt,20,bec,outage=0.5,frob,01,0.03320000000000001,0.45605343751102356,0.054470163926899406,0.14094263723713407,0.26903809024800723,0.42285343751102356,12.736549322621189,600.0,0.008137560449540615,65.90060424804688
fcn-4,mnist,learnt,20,rayleigh-zf,SNR=0.0dB,frob,ce,0.05917095541954041,0.36629837693470807,0.02896635319372828,0.025662172475346284,0.26903809024800723,0.30712742151516764,5.190509758335641,600.0,0.016337046399712563,65.90060424804688
fcn-4,mnist,learnt,20,rayleigh-zf,SNR=0.0dB,frob,01,0.10629999999999995,0.34076764467809395,0.05449708545034237,0.025662172475346284,0.26903809024800723,0.234467644678094,2.205716318702673,600.0,0.016337046399712563,65.90060424804688
fcn-4,mnist,learnt,20,rayleigh-zf,SNR=10.0dB,spec,ce,0.014593613147735596,0.398065887850639,0.02896635319372828,0.05742968339127726,0.26903809024800723,0.3834722747029034,26.276719193588086,600.0,0.11561562865972519,65.90060424804688
fcn-4,mnist,learnt,20,rayleigh-zf,SNR=10.0dB,spec,01,0.035800000000000054,0.3725351555940249,0.05449708545034237,0.05742968339127726,0.26903809024800723,0.33673515559402484,9.406009932793976,600.0,0.11561562865972519,65.90060424804688
cnn-4,mnist,rand,10,rayleigh-zf,SNR=10.0dB,frob,ce,0.06066135764122009,10.70185116040257,0.0868166589106249,0.007493070021794318,10.437760588844048,10.641189802761351,175.4195787324506,9216.0,0.015084812417626381,2556.71875
cnn-4,mnist,rand,10,rayleigh-zf,SNR=10.0dB,frob,01,0.21120000000000005,10.54917134653748,0.2394964727757157,0.007493070021794318,10.437760588844048,10.337971346537481,48.94872796656003,9216.0,0.015084812417626381,2556.71875
cnn-4,mnist,rand,10,bec,outage=0.1,spec,ce,0.049273240566253665,10.73986032960587,0.08680293317263732,0.04550382122397423,10.437760588844048,10.690587089039616,216.96537443411833,9216.0,0.04550382122397423,2556.71875
cnn-4,mnist,rand,10,bec,outage=0.1,spec,01,0.17920000000000003,10.587168372001672,0.23949489077683483,0.04550382122397423,10.437760588844048,10.407968372001672,58.08018064733076,9216.0,0.04550382122397423,2556.71875
cnn-4,mnist,rand,10,bec,outage=0.5,spec,ce,0.07431278228759766,10.737261339850955,0.08680293317263732,0.04290483146905899,10.437760588844048,10.662948557563357,143.4874086169552,9216.0,0.04290483146905899,2556.71875
cnn-4,mnist,rand,10,bec,outage=0.5,spec,01,0.2419,10.584569382246757,0.23949489077683483,0.04290483146905899,10.437760588844048,10.342669382246758,42.75597098903165,9216.0,0.04290483146905899,2556.71875
cnn-4,mnist,rand,10,rayleigh-zf,SNR=0.0dB,spec,ce,0.12507401704788207,10.882942298218563,0.0868166589106249,0.18858420783778712,10.437760588844048,10.75786828117068,86.01201540566372,9216.0,0.12005643546581268,2556.71875
cnn-4,mnist,rand,10,rayleigh-zf,SNR=0.0dB,spec,01,0.3367,10.730262484353473,0.2394964727757157,0.18858420783778712,10.437760588844048,10.393562484353472,30.86891144744126,9216.0,0.12005643546581268,2556.71875
cnn-4,mnist,rand,10,bec,outage=0.1,frob,ce,0.049273240566253665,10.827030455869128,0.08680293317263732,0.13267394748723166,10.437760588844048,10.777757215302874,218.73449140839259,9216.0,0.004370036069303751,2556.71875
cnn-4,mnist,rand,10,bec,outage=0.1,frob,01,0.17920000000000003,10.67433849826493,0.23949489077683483,0.13267394748723166,10.437760588844048,10.49513849826493,58.566621084067684,9216.0,0.004370036069303751,2556.71875
cnn-4,mnist,rand,10,bec,outage=0.5,frob,ce,0.07431278228759766,10.885698503149069,0.08680293317263732,0.19134199476717295,10.437760588844048,10.811385720861471,145.48487336970322,9216.0,0.0028321784920990467,2556.71875
cnn-4,mnist,rand,10,bec,outage=0.5,frob,01,0.2419,10.733006545544871,0.23949489077683483,0.19134199476717295,10.437760588844048,10.491106545544872,43.36960126310406,9216.0,0.0028321784920990467,2556.71875
cnn-4,mnist,rand,10,rayleigh-zf,SNR=0.0dB,frob,ce,0.12507401704788207,10.718699470194093,0.0868166589106249,0.024341379813316084,10.437760588844048,10.59362545314621,84.69885035427185,9216.0,0.015496203675866127,2556.71875
cnn-4,mnist,rand,10,rayleigh-zf,SNR=0.0dB,frob,01,0.3367,10.566019656329003,0.2394964727757157,0.024341379813316084,10.437760588844048,10.229319656329002,30.381109760406897,9216.0,0.015496203675866127,2556.71875
cnn-4,mnist,rand,10,rayleigh-zf,SNR=10.0dB,spec,ce,0.06066135764122009,10.751967819952146,0.0868166589106249,0.05760972957137006,10.437760588844048,10.691306462310926,176.24574981562992,9216.0,0.11597809195518494,2556.71875
cnn-4,mnist,rand,10,rayleigh-zf,SNR=10.0dB,spec,01,0.21120000000000005,10.599288006087056,0.2394964727757157,0.05760972957137006,10.437760588844048,10.388088006087056,49.186022756094005,9216.0,0.11597809195518494,2556.71875
cnn-9,cifar10,learnt,10,rayleigh-zf,SNR=10.0dB,spec,ce,0.10640273094177247,2.1966555946165665,0.12351594843040735,0.03487472932019379,1.8035487769584162,2.090252863674794,19.64472946487302,8192.0,0.07020870596170425,403.2857666015625
cnn-9,cifar10,learnt,10,rayleigh-zf,SNR=10.0dB,spec,01,0.3752,1.9806726931269194,0.3394988499200545,0.03487472932019379,1.8035487769584162,1.6054726931269194,4.278978393195414,8192.0,0.07020870596170425,403.2857666015625
cnn-9,cifar10,learnt,10,bec,outage=0.1,frob,ce,0.08180580139160157,2.2050740508478435,0.12353750562684003,0.04351871714733184,1.8035487769584162,2.123268249456242,25.954983795002867,8192.0,0.0015182452043518424,403.2857666015625
cnn-9,cifar10,learnt,10,bec,outage=0.1,frob,01,0.2921,1.98933823815049,0.3392733183241933,0.04351871714733184,1.8035487769584162,1.69723823815049,5.810469832764429,8192.0,0.0015182452043518424,403.2857666015625
cnn-9,cifar10,learnt,10,bec,outage=0.5,frob,ce,0.08701789975166321,2.2398157770168416,0.12353750562684003,0.07826044331633007,1.8035487769584162,2.1527978772651784,24.739713132688323,8192.0,0.0012209281558170915,403.2857666015625
cnn-9,cifar10,learnt,10,bec,outage=0.5,frob,01,0.3418,2.0240799643194882,0.3392733183241933,0.07826044331633007,1.8035487769584162,1.6822799643194881,4.9218255246327915,8192.0,0.0012209281558170915,403.2857666015625
cnn-9,cifar10,learnt,10,rayleigh-zf,SNR=0.0dB,frob,ce,0.1658778190612793,2.1720660037479584,0.12351594843040735,0.0102851384515858,1.8035487769584162,2.006188184686679,12.09437281030048,8192.0,0.00654772249981761,403.2857666015625
cnn-9,cifar10,learnt,10,rayleigh-zf,SNR=0.0dB,frob,01,0.5798,1.9560831022583114,0.3394988499200545,0.0102851384515858,1.8035487769584162,1.3762831022583115,2.3737204247297545,8192.0,0.00654772249981761,403.2857666015625
cnn-9,cifar10,learnt,10,bec,outage=0.1,spec,ce,0.08180580139160157,2.180294778835509,0.12353750562684003,0.018739445134997368,1.8035487769584162,2.0984889774439073,25.652080191703185,8192.0,0.018739445134997368,403.2857666015625
cnn-9,cifar10,learnt,10,bec,outage=0.1,spec,01,0.2921,1.9645589661381555,0.3392733183241933,0.018739445134997368,1.8035487769584162,1.6724589661381555,5.725638364047091,8192.0,0.018739445134997368,403.2857666015625
cnn-9,cifar10,learnt,10,bec,outage=0.5,spec,ce,0.08701789975166321,2.1787581133511997,0.12353750562684003,0.01720277965068817,1.8035487769584162,2.0917402135995364,24.038045270789887,8192.0,0.01720277965068817,403.2857666015625
cnn-9,cifar10,learnt,10,bec,outage=0.5,spec,01,0.3418,1.9630223006538463,0.3392733183241933,0.01720277965068817,1.8035487769584162,1.6212223006538462,4.743189879034073,8192.0,0.01720277965068817,403.2857666015625
cnn-9,cifar10,learnt,10,rayleigh-zf,SNR=0.0dB,spec,ce,0.1658778190612793,2.275932245988143,0.12351594843040735,0.11415138069177012,1.8035487769584162,2.1100544269268635,12.72053393797852,8192.0,0.07267102599143982,403.2857666015625
cnn-9,cifar10,learnt,10,rayleigh-zf,SNR=0.0dB,spec,01,0.5798,2.0599493444984955,0.3394988499200545,0.11415138069177012,1.8035487769584162,1.4801493444984954,2.552861925661427,8192.0,0.07267102599143982,403.2857666015625
cnn-9,cifar10,learnt,10,rayleigh-zf,SNR=10.0dB,frob,ce,0.10640273094177247,2.165069016996109,0.12351594843040735,0.0032881516997362906,1.8035487769584162,2.0586662860543363,19.347870753250827,8192.0,0.006619603373110294,403.2857666015625
cnn-9,cifar10,learnt,10,rayleigh-zf,SNR=10.0dB,frob,01,0.3752,1.9490861155064618,0.3394988499200545,0.0032881516997362906,1.8035487769584162,1.5738861155064618,4.194792418727244,8192.0,0.006619603373110294,403.2857666015625
cnn-9,cifar10,learnt,50,rayleigh-zf,SNR=10.0dB,spec,ce,0.10414083003997802,7.657076217168736,0.10538142456868949,0.03487472932019379,7.297488639995532,7.552935387128758,72.52616849922653,8192.0,0.07020870596170425,1631.76806640625
cnn-9,cifar10,learnt,50,rayleigh-zf,SNR=10.0dB,spec,01,0.3829,7.456478032302317,0.3059796094351085,0.03487472932019379,7.297488639995532,7.073578032302317,18.473695566211326,8192.0,0.07020870596170425,1631.76806640625
cnn-9,cifar10,learnt,50,bec,outage=0.1,frob,ce,0.0720065176486969,7.665559470547203,0.1053844420140904,0.04351871714733184,7.297488639995532,7.593552952898506,105.45646700963502,8192.0,0.0015182452043518424,1631.76806640625
cnn-9,cifar10,learnt,50,bec,outage=0.1,frob,01,0.26680000000000004,7.465125037574856,0.30581887498643767,0.04351871714733184,7.297488639995532,7.198325037574856,26.980228776517446,8192.0,0.0015182452043518424,1631.76806640625
cnn-9,cifar10,learnt,50,bec,outage=0.5,frob,ce,0.08234166502952575,7.700301196716201,0.1053844420140904,0.07826044331633007,7.297488639995532,7.617959531686675,92.51646209674115,8192.0,0.0012209281558170915,1631.76806640625
cnn-9,cifar10,learnt,50,bec,outage=0.5,frob,01,0.3238,7.499866763743854,0.30581887498643767,0.07826044331633007,7.297488639995532,7.1760667637438535,22.16203447728182,8192.0,0.0012209281558170915,1631.76806640625
cnn-9,cifar10,learnt,50,rayleigh-zf,SNR=0.0dB,frob,ce,0.1754888892173767,7.632486626300128,0.10538142456868949,0.0102851384515858,7.297488639995532,7.456997737082752,42.49270577948572,8192.0,0.00654772249981761,1631.76806640625
cnn-9,cifar10,learnt,50,rayleigh-zf,SNR=0.0dB,frob,01,0.6052,7.431888441433709,0.3059796094351085,0.0102851384515858,7.297488639995532,6.826688441433709,11.280053604483989,8192.0,0.00654772249981761,1631.76806640625
cnn-9,cifar10,learnt,50,bec,outage=0.1,spec,ce,0.0720065176486969,7.640780198534869,0.1053844420140904,0.018739445134997368,7.297488639995532,7.568773680886172,105.11234160513725,8192.0,0.018739445134997368,1631.76806640625
cnn-9,cifar10,learnt,50,bec,outage=0.1,spec,01,0.26680000000000004,7.440345765562522,0.30581887498643767,0.018739445134997368,7.297488639995532,7.173545765562522,26.88735294438726,8192.0,0.018739445134997368,1631.76806640625
cnn-9,cifar10,learnt,50,bec,outage=0.5,spec,ce,0.08234166502952575,7.63924353305056,0.1053844420140904,0.01720277965068817,7.297488639995532,7.556901868021034,91.77494607755757,8192.0,0.01720277965068817,1631.76806640625
cnn-9,cifar10,learnt,50,bec,outage=0.5,spec,01,0.3238,7.438809100078212,0.30581887498643767,0.01720277965068817,7.297488639995532,7.115009100078212,21.973468499315047,8192.0,0.01720277965068817,1631.76806640625
cnn-9,cifar10,learnt,50,rayleigh-zf,SNR=0.0dB,spec,ce,0.1754888892173767,7.736352868540313,0.10538142456868949,0.11415138069177012,7.297488639995532,7.560863979322936,43.08457369034545,8192.0,0.07267102599143982,1631.76806640625
cnn-9,cifar10,learnt,50,rayleigh-zf,SNR=0.0dB,spec,01,0.6052,7.535754683673893,0.3059796094351085,0.11415138069177012,7.297488639995532,6.930554683673893,11.451676608846487,8192.0,0.07267102599143982,1631.76806640625
cnn-9,cifar10,learnt,50,rayleigh-zf,SNR=10.0dB,frob,ce,0.10414083003997802,7.625489639548279,0.10538142456868949,0.0032881516997362906,7.297488639995532,7.521348809508301,72.22286212449981,8192.0,0.006619603373110294,1631.76806640625
cnn-9,cifar10,learnt,50,rayleigh-zf,SNR=10.0dB,frob,01,0.3829,7.42489145468186,0.3059796094351085,0.0032881516997362906,7.297488639995532,7.04199145468186,18.39120254552588,8192.0,0.006619603373110294,1631.76806640625
cnn-4,mnist,learnt,10,rayleigh-zf,SNR=10.0dB,frob,ce,0.04354698061943054,0.11593759406303387,0.02381898301377575,0.007493070021794318,0.05537898400904053,0.07239061344360334,1.6623566643172236,9216.0,0.015084812417626381,13.565025329589844
cnn-4,mnist,learnt,10,rayleigh-zf,SNR=10.0dB,frob,01,0.06920000000000004,0.10379206580562275,0.03596451127118688,0.007493070021794318,0.05537898400904053,0.03459206580562271,0.4998853440118886,9216.0,0.015084812417626381,13.565025329589844
cnn-4,mnist,learnt,10,bec,outage=0.1,spec,ce,0.004942094907164574,0.1539604043519248,0.023808342436290597,0.04550382122397423,0.05537898400904053,0.14901830944476022,30.15286275233764,9216.0,0.04550382122397423,13.565025329589844
cnn-4,mnist,learnt,10,bec,outage=0.1,spec,01,0.013499999999999956,0.1417921764303175,0.035976570357897884,0.04550382122397423,0.05537898400904053,0.12829217643031754,9.503124180023551,9216.0,0.04550382122397423,13.565025329589844
cnn-4,mnist,learnt,10,bec,outage=0.5,spec,ce,0.005353602021932602,0.15136141459700955,0.023808342436290597,0.04290483146905899,0.05537898400904053,0.14600781257507695,27.272817810683925,9216.0,0.04290483146905899,13.565025329589844
cnn-4,mnist,learnt,10,bec,outage=0.5,spec,01,0.018199999999999994,0.13919318667540226,0.035976570357897884,0.04290483146905899,0.05537898400904053,0.12099318667540226,6.64797728985727,9216.0,0.04290483146905899,13.565025329589844
cnn-4,mnist,learnt,10,rayleigh-zf,SNR=0.0dB,spec,ce,0.19968565702438354,0.2970287318790267,0.02381898301377575,0.18858420783778712,0.05537898400904053,0.09734307485464314,0.4874815562880243,9216.0,0.12005643546581268,13.565025329589844
cnn-4,mnist,learnt,10,rayleigh-zf,SNR=0.0dB,spec,01,0.2764,0.28488320362161557,0.03596451127118688,0.18858420783778712,0.05537898400904053,0.008483203621615587,0.030691764188189537,9216.0,0.12005643546581268,13.565025329589844
cnn-4,mnist,learnt,10,bec,outage=0.1,frob,ce,0.004942094907164574,0.24113053061518222,0.023808342436290597,0.13267394748723166,0.05537898400904053,0.23618843570801765,47.79115742306251,9216.0,0.004370036069303751,13.565025329589844
cnn-4,mnist,learnt,10,bec,outage=0.1,frob,01,0.013499999999999956,0.22896230269357493,0.035976570357897884,0.13267394748723166,0.05537898400904053,0.21546230269357497,15.960170569894494,9216.0,0.004370036069303751,13.565025329589844
cnn-4,mnist,learnt,10,bec,outage=0.5,frob,ce,0.005353602021932602,0.29979857789512354,0.023808342436290597,0.19134199476717295,0.05537898400904053,0.29444497587319096,54.999414350732586,9216.0,0.0028321784920990467,13.565025329589844
cnn-4,mnist,learnt,10,bec,outage=0.5,frob,01,0.018199999999999994,0.2876303499735162,0.035976570357897884,0.19134199476717295,0.05537898400904053,0.2694303499735162,14.803865383160238,9216.0,0.0028321784920990467,13.565025329589844
cnn-4,mnist,learnt,10,rayleigh-zf,SNR=0.0dB,frob,ce,0.19968565702438354,0.13278590385455563,0.02381898301377575,0.024341379813316084,0.05537898400904053,-0.06689975316982791,-0.33502533014506297,9216.0,0.015496203675866127,13.565025329589844
cnn-4,mnist,learnt,10,rayleigh-zf,SNR=0.0dB,frob,01,0.2764,0.12064037559714452,0.03596451127118688,0.024341379813316084,0.05537898400904053,-0.15575962440285546,-0.5635297554372485,9216.0,0.015496203675866127,13.565025329589844
cnn-4,mnist,learnt,10,rayleigh-zf,SNR=10.0dB,spec,ce,0.04354698061943054,0.16605425361260961,0.02381898301377575,0.05760972957137006,0.05537898400904053,0.12250727299317907,2.813220830711663,9216.0,0.11597809195518494,13.565025329589844
cnn-4,mnist,learnt,10,rayleigh-zf,SNR=10.0dB,spec,01,0.06920000000000004,0.1539087253551985,0.03596451127118688,0.05760972957137006,0.05537898400904053,0.08470872535519847,1.2241145282543124,9216.0,0.11597809195518494,13.565025329589844
cnn-4,mnist,rand,20,rayleigh-zf,SNR=10.0dB,frob,ce,0.04795385599136352,17.301990538538043,0.06834442086004701,0.007493070021794318,17.099200570099093,17.25403668254668,359.80499014832355,9216.0,0.015084812417626381,4188.431640625
cnn-4,mnist,rand,20,rayleigh-zf,SNR=10.0dB,frob,01,0.1582,17.192139089741943,0.1781958696561441,0.007493070021794318,17.099200570099093,17.033939089741942,107.67344557359002,9216.0,0.015084812417626381,4188.431640625
cnn-4,mnist,rand,20,bec,outage=0.1,spec,ce,0.034809866547584535,17.339981856916943,0.06834580176972695,0.04550382122397423,17.099200570099093,17.30517199036936,497.1341089950306,9216.0,0.04550382122397423,4188.431640625
cnn-4,mnist,rand,20,bec,outage=0.1,spec,01,0.125,17.230151221853802,0.17817643683286755,0.04550382122397423,17.099200570099093,17.105151221853802,136.84120977483042,9216.0,0.04550382122397423,4188.431640625
cnn-4,mnist,rand,20,bec,outage=0.5,spec,ce,0.05736095905303955,17.337382867162027,0.06834580176972695,0.04290483146905899,17.099200570099093,17.28002190810899,301.2505751887934,9216.0,0.04290483146905899,4188.431640625
cnn-4,mnist,rand,20,bec,outage=0.5,spec,01,0.16920000000000002,17.227552232098887,0.17817643683286755,0.04290483146905899,17.099200570099093,17.058352232098887,100.81768458687284,9216.0,0.04290483146905899,4188.431640625
cnn-4,mnist,rand,20,rayleigh-zf,SNR=0.0dB,spec,ce,0.11968958377838135,17.483081676354036,0.06834442086004701,0.18858420783778712,17.099200570099093,17.363392092575655,145.070201971175,9216.0,0.12005643546581268,4188.431640625
cnn-4,mnist,rand,20,rayleigh-zf,SNR=0.0dB,spec,01,0.2966,17.373230227557936,0.1781958696561441,0.18858420783778712,17.099200570099093,17.076630227557935,57.5746130396424,9216.0,0.12005643546581268,4188.431640625
cnn-4,mnist,rand,20,bec,outage=0.1,frob,ce,0.034809866547584535,17.4271519831802,0.06834580176972695,0.13267394748723166,17.099200570099093,17.392342116632616,499.63828769230014,9216.0,0.004370036069303751,4188.431640625
cnn-4,mnist,rand,20,bec,outage=0.1,frob,01,0.125,17.31732134811706,0.17817643683286755,0.13267394748723166,17.099200570099093,17.19232134811706,137.53857078493647,9216.0,0.004370036069303751,4188.431640625
cnn-4,mnist,rand,20,bec,outage=0.5,frob,ce,0.05736095905303955,17.48582003046014,0.06834580176972695,0.19134199476717295,17.099200570099093,17.4284590714071,303.8383485759304,9216.0,0.0028321784920990467,4188.431640625
cnn-4,mnist,rand,20,bec,outage=0.5,frob,01,0.16920000000000002,17.375989395397,0.17817643683286755,0.19134199476717295,17.099200570099093,17.206789395397,101.69497278603427,9216.0,0.0028321784920990467,4188.431640625
cnn-4,mnist,rand,20,rayleigh-zf,SNR=0.0dB,frob,ce,0.11968958377838135,17.318838848329563,0.06834442086004701,0.024341379813316084,17.099200570099093,17.19914926455118,143.69796202481018,9216.0,0.015496203675866127,4188.431640625
cnn-4,mnist,rand,20,rayleigh-zf,SNR=0.0dB,frob,01,0.2966,17.208987399533463,0.1781958696561441,0.024341379813316084,17.099200570099093,16.91238739953346,57.02086109080736,9216.0,0.015496203675866127,4188.431640625
cnn-4,mnist,rand,20,rayleigh-zf,SNR=10.0dB,spec,ce,0.04795385599136352,17.35210719808762,0.06834442086004701,0.05760972957137006,17.099200570099093,17.304153342096257,360.85009191362485,9216.0,0.11597809195518494,4188.431640625
cnn-4,mnist,rand,20,rayleigh-zf,SNR=10.0dB,spec,01,0.1582,17.24225574929152,0.1781958696561441,0.05760972957137006,17.099200570099093,17.08405574929152,107.99023861751908,9216.0,0.11597809195518494,4188.431640625
cnn-9,cifar10,rand,20,rayleigh-zf,SNR=10.0dB,spec,ce,0.21103496551513673,1.2723836554986168,0.2632211443320128,0.03487472932019379,0.28133321818717905,1.06134868998348,5.029255163440457,8192.0,0.07020870596170425,62.90802001953125
cnn-9,cifar10,rand,20,rayleigh-zf,SNR=10.0dB,spec,01,0.8972,0.5981623302572875,0.9374424695733419,0.03487472932019379,0.28133321818717905,-0.2990376697427125,-0.3333010139798401,8192.0,0.07020870596170425,62.90802001953125
cnn-9,cifar10,rand,20,bec,outage=0.1,frob,ce,0.1998121738433838,1.281022650097896,0.26322121302913193,0.04351871714733184,0.28133321818717905,1.0812104762545123,5.411134143918496,8192.0,0.0015182452043518424,62.90802001953125
cnn-9,cifar10,rand,20,bec,outage=0.1,frob,01,0.889,0.6068063867815446,0.9374374763454832,0.04351871714733184,0.28133321818717905,-0.2821936132184554,-0.3174281363537181,8192.0,0.0015182452043518424,62.90802001953125
cnn-9,cifar10,rand,20,bec,outage=0.5,frob,ce,0.19983004331588744,1.3157643762668942,0.26322121302913193,0.07826044331633007,0.28133321818717905,1.1159343329510067,5.584417209913524,8192.0,0.0012209281558170915,62.90802001953125
cnn-9,cifar10,rand,20,bec,outage=0.5,frob,01,0.8906000000000001,0.6415481129505429,0.9374374763454832,0.07826044331633007,0.28133321818717905,-0.24905188704945713,-0.27964505619745916,8192.0,0.0012209281558170915,62.90802001953125
cnn-9,cifar10,rand,20,rayleigh-zf,SNR=0.0dB,frob,ce,0.26016113758087156,1.2477940646300087,0.2632211443320128,0.0102851384515858,0.28133321818717905,0.9876329270491372,3.7962354263696656,8192.0,0.00654772249981761,62.90802001953125
cnn-9,cifar10,rand,20,rayleigh-zf,SNR=0.0dB,frob,01,0.8996,0.5735727393886796,0.9374424695733419,0.0102851384515858,0.28133321818717905,-0.32602726061132037,-0.3624135844945758,8192.0,0.00654772249981761,62.90802001953125
cnn-9,cifar10,rand,20,bec,outage=0.1,spec,ce,0.1998121738433838,1.2562433780855615,0.26322121302913193,0.018739445134997368,0.28133321818717905,1.0564312042421777,5.287121319596006,8192.0,0.018739445134997368,62.90802001953125
cnn-9,cifar10,rand,20,bec,outage=0.1,spec,01,0.889,0.5820271147692102,0.9374374763454832,0.018739445134997368,0.28133321818717905,-0.3069728852307898,-0.3453013332179863,8192.0,0.018739445134997368,62.90802001953125
