model,dataset,epoch,objective,chan_penalty,kl_penalty,channel_type,outage,tx_power,noise_var,snr_db,norm_type,stochastic_01_error,baseline_error,improvement,bound_valid,json_path
fcn-4,mnist,50,channel_gradient,0.1,1.0,rayleigh_zf,,1.0,1.0,0.0,frob,0.09660000000000002,0.11240000000000006,0.015800000000000036,True,results/posterior/fcn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch50_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-rayleigh-zf-tx1.0-noise1.0-kl1.0_perc-pri0.5_epoch-pri20_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise1.0_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,30,channel_gradient,0.1,0.01,bec,0.1,,,,frob,0.012599999999999945,0.013299999999999979,0.0007000000000000339,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch30_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-bec-outage0.1-kl0.01_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/bec-outage0.1_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,30,channel_gradient,1.0,0.01,rayleigh_zf,,1.0,0.1,10.0,frob,0.08209999999999995,0.08220000000000005,0.00010000000000010001,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch30_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan1.0-rayleigh-zf-tx1.0-noise0.1-kl0.01_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise0.1_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
fcn-4,mnist,50,channel_gradient,1.0,0.1,rayleigh_zf,,1.0,1.0,0.0,frob,0.0978,0.11240000000000006,0.014600000000000057,True,results/posterior/fcn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch50_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan1.0-rayleigh-zf-tx1.0-noise1.0-kl0.1_perc-pri0.5_epoch-pri20_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise1.0_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,30,channel_norm,0.1,1.0,rayleigh_zf,,1.0,0.1,10.0,frob,0.06220000000000003,0.08220000000000005,0.020000000000000018,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch30_bs250_lr0.001_mon0.95_dp0.2_objective-channel_norm-chan0.1-rayleigh-zf-tx1.0-noise0.1-kl1.0_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise0.1_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-9,cifar10,20,channel_gradient,0.1,0.1,rayleigh_zf,,1.0,0.1,10.0,frob,0.3528,0.3813,0.02849999999999997,True,results/posterior/cnn-9_cifar10_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch20_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-rayleigh-zf-tx1.0-noise0.1-kl0.1_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise0.1_chan-layer4_mcsamples500_norm-frob_seed7_bounds.json
cnn-9,cifar10,10,channel_gradient,1.0,0.1,bec,0.1,,,,frob,0.2865,0.2921,0.005600000000000049,True,results/posterior/cnn-9_cifar10_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch10_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan1.0-bec-outage0.1-kl0.1_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/bec-outage0.1_chan-layer4_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,50,channel_gradient,0.01,1.0,rayleigh_zf,,1.0,0.1,10.0,frob,0.06840000000000002,0.08420000000000005,0.015800000000000036,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch50_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.01-rayleigh-zf-tx1.0-noise0.1-kl1.0_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise0.1_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,20,channel_gradient,0.1,1.0,rayleigh_zf,,1.0,0.1,10.0,frob,0.06799999999999995,0.07320000000000004,0.0052000000000000934,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch20_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-rayleigh-zf-tx1.0-noise0.1-kl1.0_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise0.1_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,10,channel_gradient,1.0,1.0,rayleigh_zf,,1.0,0.1,10.0,frob,0.06730000000000003,0.06920000000000004,0.0019000000000000128,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch10_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan1.0-rayleigh-zf-tx1.0-noise0.1-kl1.0_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise0.1_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-9,cifar10,10,channel_gradient,0.1,0.1,rayleigh_zf,,1.0,1.0,0.0,frob,0.5146999999999999,0.5798,0.06510000000000005,True,results/posterior/cnn-9_cifar10_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch10_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-rayleigh-zf-tx1.0-noise1.0-kl0.1_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise1.0_chan-layer4_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,20,channel_gradient,0.01,0.1,rayleigh_zf,,1.0,0.1,10.0,frob,0.06810000000000005,0.07320000000000004,0.005099999999999993,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch20_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.01-rayleigh-zf-tx1.0-noise0.1-kl0.1_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise0.1_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,20,channel_gradient,0.1,0.1,rayleigh_zf,,1.0,0.1,10.0,frob,0.06820000000000004,0.07320000000000004,0.0050000000000000044,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch20_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-rayleigh-zf-tx1.0-noise0.1-kl0.1_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise0.1_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-9,cifar10,10,channel_gradient,0.1,1.0,bec,0.5,,,,frob,0.33299999999999996,0.3418,0.00880000000000003,True,results/posterior/cnn-9_cifar10_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch10_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-bec-outage0.5-kl1.0_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/bec-outage0.5_chan-layer4_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,50,channel_norm,0.01,0.1,rayleigh_zf,,1.0,1.0,0.0,frob,0.26980000000000004,0.3228,0.052999999999999936,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch50_bs250_lr0.001_mon0.95_dp0.2_objective-channel_norm-chan0.01-rayleigh-zf-tx1.0-noise1.0-kl0.1_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise1.0_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-9,cifar10,20,channel_gradient,0.01,1.0,rayleigh_zf,,1.0,0.1,10.0,frob,0.35229999999999995,0.3813,0.029000000000000026,True,results/posterior/cnn-9_cifar10_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch20_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.01-rayleigh-zf-tx1.0-noise0.1-kl1.0_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise0.1_chan-layer4_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,30,channel_gradient,1.0,1.0,rayleigh_zf,,1.0,1.0,0.0,frob,0.2639,0.3106,0.046699999999999964,False,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch30_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan1.0-rayleigh-zf-tx1.0-noise1.0-kl1.0_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise1.0_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,10,channel_norm,0.01,1.0,rayleigh_zf,,1.0,0.1,10.0,frob,0.06740000000000002,0.06920000000000004,0.0018000000000000238,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch10_bs250_lr0.001_mon0.95_dp0.2_objective-channel_norm-chan0.01-rayleigh-zf-tx1.0-noise0.1-kl1.0_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise0.1_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,20,channel_gradient,0.01,1.0,rayleigh_zf,,1.0,0.1,10.0,frob,0.06799999999999995,0.07320000000000004,0.0052000000000000934,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch20_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.01-rayleigh-zf-tx1.0-noise0.1-kl1.0_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise0.1_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-9,cifar10,50,channel_gradient,0.1,0.01,rayleigh_zf,,1.0,0.1,10.0,frob,0.36960000000000004,0.3829,0.013299999999999979,True,results/posterior/cnn-9_cifar10_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch50_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-rayleigh-zf-tx1.0-noise0.1-kl0.01_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise0.1_chan-layer4_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,10,channel_gradient,0.1,1.0,rayleigh_zf,,1.0,1.0,0.0,frob,0.2692,0.2764,0.007199999999999984,False,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch10_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-rayleigh-zf-tx1.0-noise1.0-kl1.0_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise1.0_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,30,channel_gradient,0.01,0.1,rayleigh_zf,,1.0,0.1,10.0,frob,0.06699999999999995,0.08220000000000005,0.015200000000000102,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch30_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.01-rayleigh-zf-tx1.0-noise0.1-kl0.1_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise0.1_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,30,channel_gradient,0.01,0.01,rayleigh_zf,,1.0,1.0,0.0,frob,0.2733,0.3106,0.0373,False,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch30_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.01-rayleigh-zf-tx1.0-noise1.0-kl0.01_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise1.0_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-9,cifar10,10,channel_gradient,0.01,0.1,rayleigh_zf,,1.0,1.0,0.0,frob,0.5037,0.5798,0.07609999999999995,True,results/posterior/cnn-9_cifar10_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch10_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.01-rayleigh-zf-tx1.0-noise1.0-kl0.1_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise1.0_chan-layer4_mcsamples500_norm-frob_seed7_bounds.json
cnn-9,cifar10,20,channel_gradient,0.1,0.01,rayleigh_zf,,1.0,0.1,10.0,frob,0.36560000000000004,0.3813,0.015699999999999936,True,results/posterior/cnn-9_cifar10_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch20_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-rayleigh-zf-tx1.0-noise0.1-kl0.01_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise0.1_chan-layer4_mcsamples500_norm-frob_seed7_bounds.json
cnn-9,cifar10,20,channel_gradient,0.1,0.01,bec,0.1,,,,frob,0.2771,0.28290000000000004,0.005800000000000027,True,results/posterior/cnn-9_cifar10_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch20_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-bec-outage0.1-kl0.01_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/bec-outage0.1_chan-layer4_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,30,channel_gradient,1.0,0.01,bec,0.5,,,,frob,0.01759999999999995,0.019499999999999962,0.0019000000000000128,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch30_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan1.0-bec-outage0.5-kl0.01_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/bec-outage0.5_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,50,channel_gradient,1.0,0.01,bec,0.5,,,,frob,0.016800000000000037,0.018299999999999983,0.0014999999999999458,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch50_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan1.0-bec-outage0.5-kl0.01_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/bec-outage0.5_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,20,channel_gradient,1.0,0.1,rayleigh_zf,,1.0,0.1,10.0,frob,0.0695,0.07320000000000004,0.0037000000000000366,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch20_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan1.0-rayleigh-zf-tx1.0-noise0.1-kl0.1_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise0.1_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-9,cifar10,20,channel_gradient,0.1,1.0,bec,0.5,,,,frob,0.3335,0.33620000000000005,0.0027000000000000357,True,results/posterior/cnn-9_cifar10_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch20_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-bec-outage0.5-kl1.0_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/bec-outage0.5_chan-layer4_mcsamples500_norm-frob_seed7_bounds.json
cnn-9,cifar10,20,channel_gradient,0.1,0.1,rayleigh_zf,,1.0,1.0,0.0,frob,0.5102,0.5969,0.0867,True,results/posterior/cnn-9_cifar10_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch20_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-rayleigh-zf-tx1.0-noise1.0-kl0.1_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise1.0_chan-layer4_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,30,channel_gradient,0.1,0.01,bec,0.5,,,,frob,0.019199999999999995,0.019499999999999962,0.00029999999999996696,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch30_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-bec-outage0.5-kl0.01_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/bec-outage0.5_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,50,channel_gradient,0.1,0.01,bec,0.1,,,,frob,0.011700000000000044,0.012900000000000023,0.0011999999999999789,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch50_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-bec-outage0.1-kl0.01_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/bec-outage0.1_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,20,channel_gradient,1.0,0.01,bec,0.1,,,,frob,0.012599999999999945,0.01319999999999999,0.0006000000000000449,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch20_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan1.0-bec-outage0.1-kl0.01_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/bec-outage0.1_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-9,cifar10,10,channel_gradient,0.01,1.0,bec,0.5,,,,frob,0.3348,0.3418,0.007000000000000006,True,results/posterior/cnn-9_cifar10_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch10_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.01-bec-outage0.5-kl1.0_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/bec-outage0.5_chan-layer4_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,30,channel_gradient,0.01,1.0,rayleigh_zf,,1.0,0.1,10.0,frob,0.06659999999999999,0.08220000000000005,0.015600000000000058,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch30_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.01-rayleigh-zf-tx1.0-noise0.1-kl1.0_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise0.1_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-9,cifar10,10,channel_gradient,0.01,0.01,rayleigh_zf,,1.0,0.1,10.0,frob,0.364,0.3752,0.011199999999999988,True,results/posterior/cnn-9_cifar10_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch10_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.01-rayleigh-zf-tx1.0-noise0.1-kl0.01_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise0.1_chan-layer4_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,20,channel_gradient,0.1,0.1,rayleigh_zf,,1.0,1.0,0.0,frob,0.268,0.28959999999999997,0.021599999999999953,False,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch20_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-rayleigh-zf-tx1.0-noise1.0-kl0.1_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise1.0_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,30,channel_gradient,0.1,1.0,rayleigh_zf,,1.0,1.0,0.0,frob,0.2623,0.3106,0.04830000000000001,False,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch30_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-rayleigh-zf-tx1.0-noise1.0-kl1.0_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise1.0_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,30,channel_gradient,0.1,0.1,rayleigh_zf,,1.0,1.0,0.0,frob,0.2662,0.3106,0.044399999999999995,False,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch30_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-rayleigh-zf-tx1.0-noise1.0-kl0.1_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise1.0_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-9,cifar10,10,channel_gradient,0.1,1.0,rayleigh_zf,,1.0,1.0,0.0,frob,0.499,0.5798,0.08079999999999998,True,results/posterior/cnn-9_cifar10_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch10_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-rayleigh-zf-tx1.0-noise1.0-kl1.0_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise1.0_chan-layer4_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,30,channel_gradient,1.0,0.01,bec,0.1,,,,frob,0.011299999999999977,0.013299999999999979,0.0020000000000000018,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch30_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan1.0-bec-outage0.1-kl0.01_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/bec-outage0.1_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
fcn-4,mnist,50,channel_gradient,0.1,0.01,rayleigh_zf,,1.0,1.0,0.0,frob,0.09689999999999999,0.11240000000000006,0.01550000000000007,True,results/posterior/fcn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch50_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-rayleigh-zf-tx1.0-noise1.0-kl0.01_perc-pri0.5_epoch-pri20_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise1.0_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,10,channel_gradient,0.1,0.01,bec,0.1,,,,frob,0.012199999999999989,0.013499999999999956,0.0012999999999999678,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch10_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-bec-outage0.1-kl0.01_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/bec-outage0.1_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,50,channel_gradient,1.0,1.0,rayleigh_zf,,1.0,1.0,0.0,frob,0.26480000000000004,0.3228,0.05799999999999994,False,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch50_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan1.0-rayleigh-zf-tx1.0-noise1.0-kl1.0_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise1.0_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,30,channel_norm,0.01,0.1,rayleigh_zf,,1.0,1.0,0.0,frob,0.2693,0.3106,0.0413,True,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch30_bs250_lr0.001_mon0.95_dp0.2_objective-channel_norm-chan0.01-rayleigh-zf-tx1.0-noise1.0-kl0.1_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise1.0_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
cnn-4,mnist,50,channel_gradient,0.1,0.01,rayleigh_zf,,1.0,1.0,0.0,frob,0.2893,0.3228,0.033499999999999974,False,results/posterior/cnn-4_mnist_learnt_gaussian_sig0.03_bounded-pmin1e-05_epoch50_bs250_lr0.001_mon0.95_dp0.2_objective-channel_gradient-chan0.1-rayleigh-zf-tx1.0-noise1.0-kl0.01_perc-pri0.5_epoch-pri70_bs-pri250_lr-pri0.005_mom-pri0.99_dp-pri0.2_seed7/bounds/rayleigh-zf-tx1.0-noise1.0_chan-layer2_mcsamples500_norm-frob_seed7_bounds.json
